step,time,mass,mass_drift,min_psihat,neg_mass,fp_tol_used
225,0.225,5.8904858694766729e+00,1.1319360142463283e-10,2.7113370568531709e-03,0.0000000000000000e+00,1.0e-02
226,0.226,5.8904858694786899e+00,1.1353602703027247e-10,2.7495534780742677e-03,0.0000000000000000e+00,1.0e-02
227,0.227,5.8904858694806856e+00,1.1387483387125543e-10,2.7888200422405435e-03,0.0000000000000000e+00,1.0e-02
228,0.228,5.8904858694826707e+00,1.1421183132991002e-10,2.8286361873730535e-03,0.0000000000000000e+00,1.0e-02
229,0.229,5.8904858694846407e+00,1.1454626549693280e-10,2.8685554165656015e-03,0.0000000000000000e+00,1.0e-02
230,0.23,5.8904858694865911e+00,1.1487738246302028e-10,2.9082413317285914e-03,0.0000000000000000e+00,1.0e-02
231,0.231,5.8904858694885238e+00,1.1520548379189383e-10,2.9474776107071242e-03,0.0000000000000000e+00,1.0e-02
232,0.232,5.8904858694904432e+00,1.1553132339285697e-10,2.9861577510007734e-03,0.0000000000000000e+00,1.0e-02
233,0.233,5.8904858694923492e+00,1.1585490126590967e-10,3.0242553806924585e-03,0.0000000000000000e+00,1.0e-02
234,0.234,5.8904858694942348e+00,1.1617501115616636e-10,3.0617953718359795e-03,0.0000000000000000e+00,1.0e-02
235,0.23500000000000001,5.8904858694961044e+00,1.1649240697293054e-10,3.0988312537882125e-03,0.0000000000000000e+00,1.0e-02
236,0.23600000000000002,5.8904858694979545e+00,1.1680648558875941e-10,3.1354312386195574e-03,0.0000000000000000e+00,1.0e-02
237,0.23700000000000002,5.8904858694997921e+00,1.1711845325853854e-10,3.1716804397241283e-03,0.0000000000000000e+00,1.0e-02
238,0.23800000000000002,5.8904858695016165e+00,1.1742815920040726e-10,3.2076612235895398e-03,0.0000000000000000e+00,1.0e-02
239,0.23900000000000002,5.8904858695034221e+00,1.1773469872320135e-10,3.2434686653317907e-03,0.0000000000000000e+00,1.0e-02
240,0.24,5.8904858695052127e+00,1.1803867495436362e-10,3.2792221910019174e-03,0.0000000000000000e+00,1.0e-02
241,0.241,5.8904858695069873e+00,1.1833993711203338e-10,3.3150643242140223e-03,0.0000000000000000e+00,1.0e-02
242,0.242,5.8904858695087494e+00,1.1863908832365337e-10,3.3511780347044761e-03,0.0000000000000000e+00,1.0e-02
243,0.243,5.8904858695104965e+00,1.1893567624364157e-10,3.3878428162308193e-03,0.0000000000000000e+00,1.0e-02
244,0.244,5.8904858695122311e+00,1.1923015321758003e-10,3.4252962510316681e-03,0.0000000000000000e+00,1.0e-02
245,0.245,5.8904858695139506e+00,1.1952206689988664e-10,3.4638675633878362e-03,0.0000000000000000e+00,1.0e-02
246,0.246,5.8904858695156559e+00,1.1981156807242214e-10,3.5039537387851309e-03,0.0000000000000000e+00,1.0e-02
247,0.247,5.8904858695173479e+00,1.2009880751704720e-10,3.5460024651118392e-03,0.0000000000000000e+00,1.0e-02
248,0.248,5.8904858695190256e+00,1.2038363445190114e-10,3.5904269313950113e-03,0.0000000000000000e+00,1.0e-02
249,0.249,5.8904858695206883e+00,1.2066589809512324e-10,3.6375643584110580e-03,0.0000000000000000e+00,1.0e-02
250,0.25,5.8904858695223359e+00,1.2094559844671352e-10,3.6876163878241898e-03,0.0000000000000000e+00,1.0e-02
251,0.251,5.8904858695239692e+00,1.2122288628853269e-10,3.7405983161896148e-03,0.0000000000000000e+00,1.0e-02
252,0.252,5.8904858695255893e+00,1.2149791240244141e-10,3.7963148364840152e-03,0.0000000000000000e+00,1.0e-02
253,0.253,5.8904858695271924e+00,1.2177007366099692e-10,3.8543838435431991e-03,0.0000000000000000e+00,1.0e-02
254,0.254,5.8904858695287805e+00,1.2203967162792058e-10,3.9143015314061823e-03,0.0000000000000000e+00,1.0e-02
255,0.255,5.8904858695303615e+00,1.2230806333995871e-10,3.9755225924907982e-03,0.0000000000000000e+00,1.0e-02
256,0.256,5.8904858695319229e+00,1.2257313785106152e-10,1.4273917734606255e-03,0.0000000000000000e+00,1.0e-02
257,0.257,5.8904858695334772e+00,1.2283700610727876e-10,4.1000537740575257e-03,0.0000000000000000e+00,1.0e-02
258,0.258,5.8904858695350164e+00,1.2309831107186419e-10,4.1625451019939759e-03,0.0000000000000000e+00,1.0e-02
259,0.259,5.8904858695365476e+00,1.2335825899970336e-10,4.2249432491396734e-03,0.0000000000000000e+00,1.0e-02
260,0.26,5.8904858695380629e+00,1.2361549285405001e-10,4.2870810522457796e-03,0.0000000000000000e+00,1.0e-02
261,0.261,5.8904858695395639e+00,1.2387031419862552e-10,4.3488559471373334e-03,0.0000000000000000e+00,1.0e-02
262,0.262,5.8904858695410507e+00,1.2412272303342992e-10,4.4103088743541108e-03,0.0000000000000000e+00,1.0e-02
263,0.263,5.8904858695425233e+00,1.2437271935846317e-10,4.4714664528718575e-03,0.0000000000000000e+00,1.0e-02
264,0.264,5.8904858695439826e+00,1.2462045395558598e-10,4.5323666733251226e-03,0.0000000000000000e+00,1.0e-02
265,0.265,5.8904858695454276e+00,1.2486577604293767e-10,4.5930643314743185e-03,0.0000000000000000e+00,1.0e-02
266,0.266,5.8904858695468576e+00,1.2510853483865755e-10,4.6536395701195559e-03,0.0000000000000000e+00,1.0e-02
267,0.267,5.8904858695482796e+00,1.2534993659763117e-10,4.7142018888830005e-03,0.0000000000000000e+00,1.0e-02
268,0.268,5.8904858695496882e+00,1.2558907662869435e-10,4.7748775755484486e-03,0.0000000000000000e+00,1.0e-02
269,0.269,5.8904858695510836e+00,1.2582595493184708e-10,4.8358434228266516e-03,0.0000000000000000e+00,1.0e-02
270,0.27,5.8904858695524638e+00,1.2606026994336800e-10,4.8973208533418348e-03,0.0000000000000000e+00,1.0e-02
271,0.271,5.8904858695538351e+00,1.2629307713628196e-10,4.9596309827067125e-03,0.0000000000000000e+00,1.0e-02
272,0.272,5.8904858695551967e+00,1.2652422572872828e-10,5.0231186394382749e-03,0.0000000000000000e+00,1.0e-02
273,0.273,5.8904858695565476e+00,1.2675356493884624e-10,5.0880878415250413e-03,0.0000000000000000e+00,1.0e-02
274,0.274,5.8904858695578861e+00,1.2698079320291446e-10,5.1548842279253680e-03,0.0000000000000000e+00,1.0e-02
275,0.275,5.8904858695592139e+00,1.2720621208465434e-10,5.2239298767925973e-03,0.0000000000000000e+00,1.0e-02
276,0.276,5.8904858695605311e+00,1.2742982158406586e-10,5.2955198007412834e-03,0.0000000000000000e+00,1.0e-02
277,0.277,5.8904858695618376e+00,1.2765162170114904e-10,5.3697961018503767e-03,0.0000000000000000e+00,1.0e-02
278,0.278,5.8904858695631326e+00,1.2787146165404318e-10,5.4467112600179116e-03,0.0000000000000000e+00,1.0e-02
279,0.279,5.8904858695644169e+00,1.2808949222460899e-10,5.5260146742949247e-03,0.0000000000000000e+00,1.0e-02
280,0.28,5.8904858695656870e+00,1.2830511028540365e-10,5.6072810261586599e-03,0.0000000000000000e+00,1.0e-02
281,0.281,5.8904858695669500e+00,1.2851952209131276e-10,5.6899780592755463e-03,0.0000000000000000e+00,1.0e-02
282,0.28200000000000003,5.8904858695682059e+00,1.2873272764233631e-10,5.7735249621796922e-03,0.0000000000000000e+00,1.0e-02
283,0.28300000000000003,5.8904858695694475e+00,1.2894352068358871e-10,5.8573687714974006e-03,0.0000000000000000e+00,1.0e-02
284,0.28400000000000003,5.8904858695706803e+00,1.2915280590623416e-10,5.9410239113436725e-03,0.0000000000000000e+00,1.0e-02
285,0.28500000000000003,5.8904858695719016e+00,1.2936013096469057e-10,6.0240832754232514e-03,0.0000000000000000e+00,1.0e-02
286,0.28600000000000003,5.8904858695731113e+00,1.2956549585895793e-10,6.1062214182781042e-03,0.0000000000000000e+00,1.0e-02
287,0.28700000000000003,5.8904858695743156e+00,1.2976995606206112e-10,6.1871777788046912e-03,0.0000000000000000e+00,1.0e-02
288,0.28800000000000003,5.8904858695755102e+00,1.2997275766469667e-10,6.2667423416243933e-03,0.0000000000000000e+00,1.0e-02
289,0.289,5.8904858695766951e+00,1.3017390066686456e-10,6.3447441855009577e-03,0.0000000000000000e+00,1.0e-02
290,0.29,5.8904858695778675e+00,1.3037293272298271e-10,6.4210453119440238e-03,0.0000000000000000e+00,1.0e-02
291,0.291,5.8904858695790301e+00,1.3057030617863322e-10,6.4955361951255621e-03,0.0000000000000000e+00,1.0e-02
292,0.292,5.8904858695801821e+00,1.3076587025195537e-10,6.5681350198963043e-03,0.0000000000000000e+00,1.0e-02
293,0.293,5.8904858695813234e+00,1.3095962494294919e-10,6.6387890302924213e-03,0.0000000000000000e+00,1.0e-02
294,0.294,5.8904858695824540e+00,1.3115157025161464e-10,6.7074771941448190e-03,0.0000000000000000e+00,1.0e-02
295,0.295,5.8904858695835731e+00,1.3134155539609108e-10,6.7742136325163833e-03,0.0000000000000000e+00,1.0e-02
296,0.296,5.8904858695846842e+00,1.3153018350382123e-10,6.8390689563024515e-03,0.0000000000000000e+00,1.0e-02
297,0.297,5.8904858695857882e+00,1.3171760535666582e-10,6.9021272296178864e-03,0.0000000000000000e+00,1.0e-02
298,0.298,5.8904858695868825e+00,1.3190336860904276e-10,6.9635123606284852e-03,0.0000000000000000e+00,1.0e-02
299,0.299,5.8904858695879643e+00,1.3208702091536997e-10,7.0234027622466831e-03,0.0000000000000000e+00,1.0e-02
300,0.3,5.8904858695890372e+00,1.3226916540309021e-10,7.0820699457838860e-03,0.0000000000000000e+00,1.0e-02
301,0.301,5.8904858695900977e+00,1.3244919894476073e-10,2.0074376181458131e-03,0.0000000000000000e+00,1.0e-03
302,0.302,5.8904858695911537e+00,1.3262847857712776e-10,8.7934446368147928e-04,0.0000000000000000e+00,1.0e-03
303,0.303,5.8904858695922124e+00,1.3280821055507688e-10,7.3109307273856727e-04,0.0000000000000000e+00,1.0e-03
304,0.304,5.8904858695932631e+00,1.3298658549627974e-10,1.5047173813991024e-03,0.0000000000000000e+00,1.0e-03
305,0.305,5.8904858695943103e+00,1.3316435731003981e-10,4.3774995392881280e-03,0.0000000000000000e+00,1.0e-03
306,0.306,5.8904858695953415e+00,1.3333941505030737e-10,6.5858466910761679e-04,0.0000000000000000e+00,1.0e-03
307,0.307,5.8904858695963611e+00,1.3351251262638589e-10,2.0628302915088742e-03,0.0000000000000000e+00,1.0e-03
308,0.308,5.8904858695973683e+00,1.3368349925641468e-10,1.4502038045547273e-03,0.0000000000000000e+00,1.0e-03
309,0.309,5.8904858695983711e+00,1.3385373197713998e-10,1.3403316404007777e-03,0.0000000000000000e+00,1.0e-03
310,0.31,5.8904858695993632e+00,1.3402215531553694e-10,6.5333426882263970e-04,0.0000000000000000e+00,1.0e-03
311,0.311,5.8904858696003641e+00,1.3419208647254084e-10,1.1466581062268121e-03,0.0000000000000000e+00,1.0e-03
312,0.312,5.8904858696013580e+00,1.3436081137465918e-10,5.5053188205517190e-04,0.0000000000000000e+00,1.0e-03
313,0.313,5.8904858696023492e+00,1.3452908393119544e-10,6.1651867279708186e-04,0.0000000000000000e+00,1.0e-03
314,0.314,5.8904858696033280e+00,1.3469524554168196e-10,6.8377880490064213e-04,0.0000000000000000e+00,1.0e-03
315,0.315,5.8904858696042997e+00,1.3486020089728290e-10,7.4762393341722133e-04,0.0000000000000000e+00,1.0e-03
316,0.316,5.8904858696052589e+00,1.3502304530683413e-10,4.0700518109463429e-04,0.0000000000000000e+00,1.0e-03
317,0.317,5.8904858696062146e+00,1.3518528658894257e-10,5.8546544667372954e-04,0.0000000000000000e+00,1.0e-03
318,0.318,5.8904858696071587e+00,1.3534556770686195e-10,9.5449657269857519e-04,0.0000000000000000e+00,1.0e-03
319,0.319,5.8904858696081099e+00,1.3550705507966692e-10,1.0348516712946412e-03,0.0000000000000000e+00,1.0e-03
320,0.32,5.8904858696090550e+00,1.3566748697944700e-10,1.1227798813114552e-03,0.0000000000000000e+00,1.0e-03
321,0.321,5.8904858696099982e+00,1.3582761731550568e-10,6.5564293477187244e-04,0.0000000000000000e+00,1.0e-03
322,0.322,5.8904858696109308e+00,1.3598593826923605e-10,1.3284111734979502e-03,0.0000000000000000e+00,1.0e-03
323,0.323,5.8904858696118554e+00,1.3614290218622014e-10,1.4517798842859260e-03,0.0000000000000000e+00,1.0e-03
324,0.324,5.8904858696127711e+00,1.3629835828459726e-10,1.5940861199948107e-03,0.0000000000000000e+00,1.0e-03
325,0.325,5.8904858696136815e+00,1.3645290969181023e-10,1.7602476875239539e-03,0.0000000000000000e+00,1.0e-03
326,0.326,5.8904858696145865e+00,1.3660655640785901e-10,1.9557063385855673e-03,0.0000000000000000e+00,1.0e-03
327,0.327,5.8904858696154871e+00,1.3675944921460432e-10,2.1870962015548712e-03,0.0000000000000000e+00,1.0e-03
328,0.328,5.8904858696163913e+00,1.3691294514879240e-10,2.4638928355987782e-03,0.0000000000000000e+00,1.0e-03
329,0.329,5.8904858696172884e+00,1.3706523482809493e-10,2.8006519576676044e-03,0.0000000000000000e+00,1.0e-03
330,0.33,5.8904858696181774e+00,1.3721616747065120e-10,3.2200431546608854e-03,0.0000000000000000e+00,1.0e-03
331,0.331,5.8904858696190594e+00,1.3736589385832191e-10,3.7556204915785759e-03,0.0000000000000000e+00,1.0e-03
332,0.332,5.8904858696199351e+00,1.3751456477296773e-10,5.6274180274867979e-03,0.0000000000000000e+00,1.0e-03
333,0.333,5.8904858696208029e+00,1.3766187865086733e-10,6.2263655576559780e-03,0.0000000000000000e+00,1.0e-03
334,0.334,5.8904858696216724e+00,1.3780949409248827e-10,6.6176454061281347e-03,0.0000000000000000e+00,1.0e-03
335,0.335,5.8904858696225340e+00,1.3795575249736298e-10,6.9000826308242679e-03,0.0000000000000000e+00,1.0e-03
336,0.336,5.8904858696233937e+00,1.3810170933851629e-10,7.1152823308953811e-03,0.0000000000000000e+00,1.0e-03
337,0.337,5.8904858696242526e+00,1.3824751539780892e-10,7.2850499535344598e-03,0.0000000000000000e+00,1.0e-03
338,0.338,5.8904858696251017e+00,1.3839166285663389e-10,7.4222959655067550e-03,0.0000000000000000e+00,1.0e-03
339,0.339,5.8904858696259437e+00,1.3853460406057328e-10,7.5353028068276132e-03,0.0000000000000000e+00,1.0e-03
340,0.34,5.8904858696267812e+00,1.3867679135520921e-10,7.6297240230848709e-03,0.0000000000000000e+00,1.0e-03
341,0.341,5.8904858696276108e+00,1.3881762161309886e-10,7.7095298787895035e-03,0.0000000000000000e+00,1.0e-03
342,0.342,5.8904858696284448e+00,1.3895920578029201e-10,7.7776121375636963e-03,0.0000000000000000e+00,1.0e-03
343,0.343,5.8904858696292735e+00,1.3909988525632098e-10,7.8362389141326400e-03,0.0000000000000000e+00,1.0e-03
344,0.34400000000000003,5.8904858696300941e+00,1.3923920769560370e-10,7.8871081026584376e-03,0.0000000000000000e+00,1.0e-03
345,0.34500000000000003,5.8904858696309166e+00,1.3937883169860779e-10,7.9315620732056513e-03,0.0000000000000000e+00,1.0e-03
346,0.34600000000000003,5.8904858696317284e+00,1.3951664631928354e-10,7.9706718434489968e-03,0.0000000000000000e+00,1.0e-03
347,0.34700000000000003,5.8904858696325331e+00,1.3965325468507373e-10,8.0053043582194190e-03,0.0000000000000000e+00,1.0e-03
348,0.34800000000000003,5.8904858696333324e+00,1.3978895835969974e-10,8.0361940671419205e-03,0.0000000000000000e+00,1.0e-03
349,0.34900000000000003,5.8904858696341247e+00,1.3992345577944020e-10,8.0638967360694130e-03,0.0000000000000000e+00,1.0e-03
350,0.35000000000000003,5.8904858696349249e+00,1.4005931023592689e-10,8.0888342462637833e-03,0.0000000000000000e+00,1.0e-03
351,0.35100000000000003,5.8904858696357216e+00,1.4019456156497082e-10,8.1115038494548840e-03,0.0000000000000000e+00,1.0e-03
352,0.352,5.8904858696365068e+00,1.4032785272982572e-10,8.1322189793544102e-03,0.0000000000000000e+00,1.0e-03
353,0.353,5.8904858696372973e+00,1.4046204858584477e-10,8.1512671143594249e-03,0.0000000000000000e+00,1.0e-03
354,0.354,5.8904858696380735e+00,1.4059383193209270e-10,8.1688942095945287e-03,0.0000000000000000e+00,1.0e-03
355,0.355,5.8904858696388427e+00,1.4072440902345505e-10,8.1853103635233203e-03,0.0000000000000000e+00,1.0e-03
356,0.356,5.8904858696396083e+00,1.4085438298737465e-10,8.2006957579256121e-03,0.0000000000000000e+00,1.0e-03
357,0.357,5.8904858696403668e+00,1.4098315069640867e-10,8.2152250340715039e-03,0.0000000000000000e+00,1.0e-03
358,0.358,5.8904858696411342e+00,1.4111342622404964e-10,8.2289628195295443e-03,0.0000000000000000e+00,1.0e-03
359,0.359,5.8904858696418998e+00,1.4124340018796921e-10,8.2421369037285579e-03,0.0000000000000000e+00,1.0e-03
360,0.36,5.8904858696426547e+00,1.4137156476956045e-10,8.2547563841353887e-03,0.0000000000000000e+00,1.0e-03
361,0.361,5.8904858696434115e+00,1.4150003091487309e-10,8.2669391777109389e-03,0.0000000000000000e+00,1.0e-03
362,0.362,5.8904858696441593e+00,1.4162698924157874e-10,8.2787641577048710e-03,0.0000000000000000e+00,1.0e-03
363,0.363,5.8904858696448947e+00,1.4175183662223468e-10,8.2902984622740573e-03,0.0000000000000000e+00,1.0e-03
364,0.364,5.8904858696456275e+00,1.4187623165730853e-10,8.3016007692561546e-03,0.0000000000000000e+00,1.0e-03
365,0.365,5.8904858696463567e+00,1.4200002356493959e-10,8.3127506722290578e-03,0.0000000000000000e+00,1.0e-03
366,0.366,5.8904858696470921e+00,1.4212487094559553e-10,8.3237675679115834e-03,0.0000000000000000e+00,1.0e-03
367,0.367,5.8904858696478275e+00,1.4224971832625146e-10,8.3346838126087883e-03,0.0000000000000000e+00,1.0e-03
368,0.368,5.8904858696485558e+00,1.4237335945202182e-10,8.3455138334183870e-03,0.0000000000000000e+00,1.0e-03
369,0.369,5.8904858696492823e+00,1.4249669901407079e-10,8.3563189889219458e-03,0.0000000000000000e+00,1.0e-03
370,0.37,5.8904858696500018e+00,1.4261883232123421e-10,8.3671297214133467e-03,0.0000000000000000e+00,1.0e-03
371,0.371,5.8904858696507070e+00,1.4273855311862649e-10,8.3779716510775665e-03,0.0000000000000000e+00,1.0e-03
372,0.372,5.8904858696514086e+00,1.4285767078857599e-10,8.3888671240625219e-03,0.0000000000000000e+00,1.0e-03
373,0.373,5.8904858696521085e+00,1.4297648689480411e-10,8.3998632863396365e-03,0.0000000000000000e+00,1.0e-03
374,0.374,5.8904858696528146e+00,1.4309635847405709e-10,8.4109524354963657e-03,0.0000000000000000e+00,1.0e-03
375,0.375,5.8904858696535216e+00,1.4321638083517077e-10,8.4221049736844904e-03,0.0000000000000000e+00,1.0e-03
376,0.376,5.8904858696542224e+00,1.4333534772325956e-10,8.4333927113623159e-03,0.0000000000000000e+00,1.0e-03
377,0.377,5.8904858696549178e+00,1.4345340992018420e-10,8.4448182914810613e-03,0.0000000000000000e+00,1.0e-03
378,0.378,5.8904858696556115e+00,1.4357117055338744e-10,8.4563944935181923e-03,0.0000000000000000e+00,1.0e-03
379,0.379,5.8904858696562910e+00,1.4368651867681956e-10,8.4681327876186263e-03,0.0000000000000000e+00,1.0e-03
380,0.38,5.8904858696569651e+00,1.4380096210908750e-10,8.4800434494166580e-03,0.0000000000000000e+00,1.0e-03
381,0.381,5.8904858696576365e+00,1.4391495319577334e-10,8.4921623273891828e-03,0.0000000000000000e+00,1.0e-03
382,0.382,5.8904858696583142e+00,1.4402999975548406e-10,8.5044726883651105e-03,0.0000000000000000e+00,1.0e-03
383,0.383,5.8904858696589955e+00,1.4414564944263756e-10,8.5169371220639237e-03,0.0000000000000000e+00,1.0e-03
384,0.384,5.8904858696596705e+00,1.4426024365676620e-10,8.5296186961592354e-03,0.0000000000000000e+00,1.0e-03
385,0.385,5.8904858696603366e+00,1.4437333005228788e-10,8.5425133367443111e-03,0.0000000000000000e+00,1.0e-03
386,0.386,5.8904858696610045e+00,1.4448671801153094e-10,8.5556267906609258e-03,0.0000000000000000e+00,1.0e-03
387,0.387,5.8904858696616582e+00,1.4459769346100288e-10,8.5689650318951788e-03,0.0000000000000000e+00,1.0e-03
388,0.388,5.8904858696623057e+00,1.4470761343744996e-10,8.5825335631108789e-03,0.0000000000000000e+00,1.0e-03
389,0.389,5.8904858696629532e+00,1.4481753341389702e-10,8.5963630769522615e-03,0.0000000000000000e+00,1.0e-03
390,0.39,5.8904858696636033e+00,1.4492790573592619e-10,8.6104335878751173e-03,0.0000000000000000e+00,1.0e-03
391,0.391,5.8904858696642588e+00,1.4503918274911953e-10,8.6246878664700960e-03,0.0000000000000000e+00,1.0e-03
392,0.392,5.8904858696649125e+00,1.4515015819859147e-10,8.6392192968594191e-03,0.0000000000000000e+00,1.0e-03
393,0.393,5.8904858696655502e+00,1.4525841957457089e-10,8.6540026471119205e-03,0.0000000000000000e+00,1.0e-03
394,0.394,5.8904858696661924e+00,1.4536743485985377e-10,8.6690396007973528e-03,0.0000000000000000e+00,1.0e-03
395,0.395,5.8904858696668221e+00,1.4547433919908694e-10,8.6843325190254003e-03,0.0000000000000000e+00,1.0e-03
396,0.396,5.8904858696674456e+00,1.4558018806529524e-10,8.6998842112497830e-03,0.0000000000000000e+00,1.0e-03
397,0.397,5.8904858696680726e+00,1.4568664005894630e-10,8.7156970069289900e-03,0.0000000000000000e+00,1.0e-03
398,0.398,5.8904858696686970e+00,1.4579263970701528e-10,8.7317923580019375e-03,0.0000000000000000e+00,1.0e-03
399,0.399,5.8904858696693285e+00,1.4589984560996985e-10,8.7481037398592400e-03,0.0000000000000000e+00,1.0e-03
400,0.4,5.8904858696699574e+00,1.4600659916734231e-10,8.7647119366818672e-03,0.0000000000000000e+00,1.0e-03
401,0.401,5.8904858696705737e+00,1.4611124177866503e-10,8.7815889551080793e-03,0.0000000000000000e+00,1.0e-03
402,0.402,5.8904858696711893e+00,1.4621573360812706e-10,8.7987341610817737e-03,0.0000000000000000e+00,1.0e-03
403,0.403,5.8904858696717941e+00,1.4631841605526074e-10,8.8161475355184489e-03,0.0000000000000000e+00,1.0e-03
404,0.404,5.8904858696723963e+00,1.4642064615681235e-10,8.8338292595855385e-03,0.0000000000000000e+00,1.0e-03
405,0.405,5.8904858696730020e+00,1.4652347938580673e-10,8.8517795755285646e-03,0.0000000000000000e+00,1.0e-03
406,0.406,5.8904858696736033e+00,1.4662555870549764e-10,8.8700181046176083e-03,0.0000000000000000e+00,1.0e-03
407,0.40700000000000003,5.8904858696742117e+00,1.4672884428007410e-10,8.8884768820544323e-03,0.0000000000000000e+00,1.0e-03
408,0.40800000000000003,5.8904858696748192e+00,1.4683197907278986e-10,8.9072224008803092e-03,0.0000000000000000e+00,1.0e-03
409,0.40900000000000003,5.8904858696754143e+00,1.4693300291945588e-10,8.9262505865471010e-03,0.0000000000000000e+00,1.0e-03
410,0.41000000000000003,5.8904858696760023e+00,1.4703282051123637e-10,8.9455475185553582e-03,0.0000000000000000e+00,1.0e-03
411,0.41100000000000003,5.8904858696765858e+00,1.4713188419371336e-10,8.9651106156570567e-03,0.0000000000000000e+00,1.0e-03
412,0.41200000000000003,5.8904858696771658e+00,1.4723034474874756e-10,8.9849380423619903e-03,0.0000000000000000e+00,1.0e-03
413,0.41300000000000003,5.8904858696777538e+00,1.4733016234052803e-10,9.0050277470768263e-03,0.0000000000000000e+00,1.0e-03
414,0.41400000000000003,5.8904858696783329e+00,1.4742847211370153e-10,9.0254029297250505e-03,0.0000000000000000e+00,1.0e-03
415,0.41500000000000004,5.8904858696789182e+00,1.4752783735989992e-10,9.0460396101170772e-03,0.0000000000000000e+00,1.0e-03
416,0.41600000000000004,5.8904858696795053e+00,1.4762750416981971e-10,9.0668772461062197e-03,0.0000000000000000e+00,1.0e-03
417,0.417,5.8904858696800808e+00,1.4772521081555043e-10,9.0880008394911872e-03,0.0000000000000000e+00,1.0e-03
418,0.418,5.8904858696806439e+00,1.4782080651523142e-10,9.1093808049201377e-03,0.0000000000000000e+00,1.0e-03
419,0.419,5.8904858696812088e+00,1.4791670377863380e-10,9.1310128131461884e-03,0.0000000000000000e+00,1.0e-03
420,0.42,5.8904858696817657e+00,1.4801124400528993e-10,9.1528936751680869e-03,0.0000000000000000e+00,1.0e-03
421,0.421,5.8904858696823350e+00,1.4810789517799577e-10,9.1750194110126037e-03,0.0000000000000000e+00,1.0e-03
422,0.422,5.8904858696828946e+00,1.4820288775023401e-10,9.1973876181198240e-03,0.0000000000000000e+00,1.0e-03
423,0.423,5.8904858696834612e+00,1.4829908657735777e-10,9.2200154643558713e-03,0.0000000000000000e+00,1.0e-03
424,0.424,5.8904858696840279e+00,1.4839528540448153e-10,9.2428303352259534e-03,0.0000000000000000e+00,1.0e-03
425,0.425,5.8904858696845839e+00,1.4848967484927696e-10,9.2659337280041297e-03,0.0000000000000000e+00,1.0e-03
426,0.426,5.8904858696851274e+00,1.4858195334802265e-10,9.2892410420110857e-03,0.0000000000000000e+00,1.0e-03
427,0.427,5.8904858696856683e+00,1.4867377950118626e-10,9.3127739919401983e-03,0.0000000000000000e+00,1.0e-03
428,0.428,5.8904858696862075e+00,1.4876530409062846e-10,9.3365295551187753e-03,0.0000000000000000e+00,1.0e-03
429,0.429,5.8904858696867564e+00,1.4885848728053833e-10,9.3605027060397299e-03,0.0000000000000000e+00,1.0e-03
430,0.43,5.8904858696872981e+00,1.4895046421556264e-10,9.3846885102688033e-03,0.0000000000000000e+00,1.0e-03
431,0.431,5.8904858696878453e+00,1.4904334584175111e-10,9.4091033250443702e-03,0.0000000000000000e+00,1.0e-03
432,0.432,5.8904858696883959e+00,1.4913683059538236e-10,9.4336725074955427e-03,0.0000000000000000e+00,1.0e-03
433,0.433,5.8904858696889333e+00,1.4922805362110319e-10,9.4584392705928874e-03,0.0000000000000000e+00,1.0e-03
434,0.434,5.8904858696894600e+00,1.4931746726449565e-10,9.4834340941040308e-03,0.0000000000000000e+00,1.0e-03
435,0.435,5.8904858696899725e+00,1.4940446839811700e-10,9.5086192047617035e-03,0.0000000000000000e+00,1.0e-03
436,0.436,5.8904858696904938e+00,1.4949297735034529e-10,9.5339883493598867e-03,0.0000000000000000e+00,1.0e-03
437,0.437,5.8904858696910267e+00,1.4958344646676264e-10,9.5595350982163058e-03,0.0000000000000000e+00,1.0e-03
438,0.438,5.8904858696915490e+00,1.4967210620085163e-10,9.5852538445804335e-03,0.0000000000000000e+00,1.0e-03
439,0.439,5.8904858696920801e+00,1.4976227375354760e-10,9.6111392878620618e-03,0.0000000000000000e+00,1.0e-03
440,0.44,5.8904858696926112e+00,1.4985244130624355e-10,9.6372055580225269e-03,0.0000000000000000e+00,1.0e-03
441,0.441,5.8904858696931317e+00,1.4994079947661113e-10,9.6633749553783170e-03,0.0000000000000000e+00,1.0e-03
442,0.442,5.8904858696936424e+00,1.5002749904651111e-10,9.6897097853133884e-03,0.0000000000000000e+00,1.0e-03
443,0.443,5.8904858696941371e+00,1.5011148454291854e-10,9.7161993079296176e-03,0.0000000000000000e+00,1.0e-03
444,0.444,5.8904858696946327e+00,1.5019562082118667e-10,9.7428232551243308e-03,0.0000000000000000e+00,1.0e-03
445,0.445,5.8904858696951505e+00,1.5028352664597218e-10,9.7695743619897989e-03,0.0000000000000000e+00,1.0e-03
446,0.446,5.8904858696956577e+00,1.5036962308842934e-10,9.7964456212029215e-03,0.0000000000000000e+00,1.0e-03
447,0.447,5.8904858696961693e+00,1.5045647344018999e-10,9.8234307027790617e-03,0.0000000000000000e+00,1.0e-03
448,0.448,5.8904858696966853e+00,1.5054407770125412e-10,9.8505461133305428e-03,0.0000000000000000e+00,1.0e-03
449,0.449,5.8904858696971907e+00,1.5062987257998992e-10,9.8777609121208625e-03,0.0000000000000000e+00,1.0e-03
450,0.45,5.8904858696976845e+00,1.5071370729453665e-10,9.9050104586900518e-03,0.0000000000000000e+00,1.0e-03
