step,time,mass,mass_drift,min_psihat,neg_mass,fp_tol_used
903,0.903,5.8904858766406551e+00,1.3293890827192780e-09,3.0679067485640636e-03,0.0000000000000000e+00,1.0e-05
904,0.904,5.8904858767024066e+00,1.3398723423659983e-09,3.0724920841603554e-03,0.0000000000000000e+00,1.0e-05
905,0.905,5.8904858767641182e+00,1.3503488168289873e-09,3.0770654229443119e-03,0.0000000000000000e+00,1.0e-05
906,0.906,5.8904858768257524e+00,1.3608121732700957e-09,3.0816265481816811e-03,0.0000000000000000e+00,1.0e-05
907,0.907,5.8904858768873041e+00,1.3712615069981595e-09,3.0861756459674809e-03,0.0000000000000000e+00,1.0e-05
908,0.908,5.8904858769487767e+00,1.3816974211406215e-09,3.0907137334242642e-03,0.0000000000000000e+00,1.0e-05
909,0.909,5.8904858770101542e+00,1.3921172016239889e-09,3.0952418256387712e-03,0.0000000000000000e+00,1.0e-05
910,0.91,5.8904858770714394e+00,1.4025213007938440e-09,3.0997606075639610e-03,0.0000000000000000e+00,1.0e-05
911,0.911,5.8904858771326492e+00,1.4129125835055399e-09,3.1042699732817917e-03,0.0000000000000000e+00,1.0e-05
912,0.912,5.8904858771937505e+00,1.4232854708302311e-09,3.1087689113139354e-03,0.0000000000000000e+00,1.0e-05
913,0.913,5.8904858772548536e+00,1.4336586597186436e-09,3.1132561982369425e-03,0.0000000000000000e+00,1.0e-05
914,0.914,5.8904858773158342e+00,1.4440110407102801e-09,3.1177310751028670e-03,0.0000000000000000e+00,1.0e-05
915,0.915,5.8904858773767215e+00,1.4543475896065435e-09,3.1221932930155065e-03,0.0000000000000000e+00,1.0e-05
916,0.916,5.8904858774375075e+00,1.4646669493706877e-09,3.1266435429550786e-03,0.0000000000000000e+00,1.0e-05
917,0.917,5.8904858774982483e+00,1.4749786192599365e-09,3.1310826298104853e-03,0.0000000000000000e+00,1.0e-05
918,0.918,5.8904858775590494e+00,1.4853005423157123e-09,3.1355111267355740e-03,0.0000000000000000e+00,1.0e-05
919,0.919,5.8904858776197599e+00,1.4956070856216975e-09,3.1399289085835072e-03,0.0000000000000000e+00,1.0e-05
920,0.92,5.8904858776803763e+00,1.5058976460504488e-09,3.1443350852112945e-03,0.0000000000000000e+00,1.0e-05
921,0.921,5.8904858777409013e+00,1.5161726759475486e-09,3.1487285200552488e-03,0.0000000000000000e+00,1.0e-05
922,0.922,5.8904858778013569e+00,1.5264359448595139e-09,3.1531085484968815e-03,0.0000000000000000e+00,1.0e-05
923,0.923,5.8904858778618383e+00,1.5367035864454396e-09,3.1574751382697289e-03,0.0000000000000000e+00,1.0e-05
924,0.924,5.8904858779223579e+00,1.5469777116513750e-09,3.1618288147387090e-03,0.0000000000000000e+00,1.0e-05
925,0.925,5.8904858779827540e+00,1.5572308781786738e-09,3.1661704662886078e-03,0.0000000000000000e+00,1.0e-05
926,0.926,5.8904858780430605e+00,1.5674688157380426e-09,3.1705005248205582e-03,0.0000000000000000e+00,1.0e-05
927,0.927,5.8904858781032097e+00,1.5776800649080680e-09,3.1748189182510961e-03,0.0000000000000000e+00,1.0e-05
928,0.928,5.8904858781632443e+00,1.5878718632180637e-09,3.1791248862985608e-03,0.0000000000000000e+00,1.0e-05
929,0.929,5.8904858782232621e+00,1.5980607966727061e-09,3.1834175023966460e-03,0.0000000000000000e+00,1.0e-05
930,0.93,5.8904858782832967e+00,1.6082525949827020e-09,3.1876962843423798e-03,0.0000000000000000e+00,1.0e-05
931,0.931,5.8904858783431928e+00,1.6184208713224292e-09,3.1919614674633043e-03,0.0000000000000000e+00,1.0e-05
932,0.932,5.8904858784029024e+00,1.6285574834714102e-09,3.1962134635175436e-03,0.0000000000000000e+00,1.0e-05
933,0.933,5.8904858784624974e+00,1.6386746447603616e-09,3.2004529600452199e-03,0.0000000000000000e+00,1.0e-05
934,0.934,5.8904858785221048e+00,1.6487939169953629e-09,3.2046802802288450e-03,0.0000000000000000e+00,1.0e-05
935,0.935,5.8904858785816039e+00,1.6588947938433591e-09,3.2088954262508920e-03,0.0000000000000000e+00,1.0e-05
936,0.936,5.8904858786409831e+00,1.6689753151401617e-09,3.2130977305997906e-03,0.0000000000000000e+00,1.0e-05
937,0.937,5.8904858787003853e+00,1.6790597567653420e-09,3.2172865755015420e-03,0.0000000000000000e+00,1.0e-05
938,0.9380000000000001,5.8904858787596792e+00,1.6891258030035177e-09,3.2214616794301633e-03,0.0000000000000000e+00,1.0e-05
939,0.9390000000000001,5.8904858788188967e+00,1.6991788820016736e-09,3.2256236048223211e-03,0.0000000000000000e+00,1.0e-05
940,0.9400000000000001,5.8904858788780965e+00,1.7092289453626154e-09,3.2297727059330261e-03,0.0000000000000000e+00,1.0e-05
941,0.9410000000000001,5.8904858789372181e+00,1.7192657399198161e-09,3.2339093792077833e-03,0.0000000000000000e+00,1.0e-05
942,0.9420000000000001,5.8904858789962713e+00,1.7292909242737433e-09,3.2380337207825703e-03,0.0000000000000000e+00,1.0e-05
943,0.9430000000000001,5.8904858790551966e+00,1.7392943960397302e-09,3.2421457693217436e-03,0.0000000000000000e+00,1.0e-05
944,0.9440000000000001,5.8904858791139922e+00,1.7492758536540556e-09,3.2462449080645772e-03,0.0000000000000000e+00,1.0e-05
945,0.9450000000000001,5.8904858791726511e+00,1.7592340908618338e-09,3.2503309460086352e-03,0.0000000000000000e+00,1.0e-05
946,0.9460000000000001,5.8904858792313490e+00,1.7691989624714829e-09,3.2544040681124903e-03,0.0000000000000000e+00,1.0e-05
947,0.9470000000000001,5.8904858792900274e+00,1.7791605168801964e-09,3.2584651307572196e-03,0.0000000000000000e+00,1.0e-05
948,0.9480000000000001,5.8904858793485806e+00,1.7891008110465519e-09,3.2625150533000837e-03,0.0000000000000000e+00,1.0e-05
949,0.9490000000000001,5.8904858794070041e+00,1.7990190910612460e-09,3.2665544083863331e-03,0.0000000000000000e+00,1.0e-05
950,0.9500000000000001,5.8904858794652331e+00,1.8089043498484475e-09,3.2705834789658259e-03,0.0000000000000000e+00,1.0e-05
951,0.9510000000000001,5.8904858795232737e+00,1.8187576428811816e-09,3.2746026069420987e-03,0.0000000000000000e+00,1.0e-05
952,0.9520000000000001,5.8904858795813420e+00,1.8286156101515975e-09,3.2786114222112112e-03,0.0000000000000000e+00,1.0e-05
953,0.9530000000000001,5.8904858796394510e+00,1.8384805133876051e-09,3.2826100650668148e-03,0.0000000000000000e+00,1.0e-05
954,0.9540000000000001,5.8904858796973443e+00,1.8483087766314639e-09,3.2865991361311735e-03,0.0000000000000000e+00,1.0e-05
955,0.9550000000000001,5.8904858797551043e+00,1.8581144225962182e-09,3.2905793099199457e-03,0.0000000000000000e+00,1.0e-05
956,0.9560000000000001,5.8904858798129807e+00,1.8679398209847239e-09,3.2945511431926554e-03,0.0000000000000000e+00,1.0e-05
957,0.9570000000000001,5.8904858798707149e+00,1.8777410942755178e-09,3.2985142658653356e-03,0.0000000000000000e+00,1.0e-05
958,0.9580000000000001,5.8904858799283186e+00,1.8875202026327899e-09,3.3024680102284841e-03,0.0000000000000000e+00,1.0e-05
959,0.9590000000000001,5.8904858799857731e+00,1.8972739796374649e-09,3.3064119089325425e-03,0.0000000000000000e+00,1.0e-05
960,0.96,5.8904858800432436e+00,1.9070304707156328e-09,3.3103452631166666e-03,0.0000000000000000e+00,1.0e-05
961,0.961,5.8904858801006572e+00,1.9167773117547159e-09,3.3142683675780396e-03,0.0000000000000000e+00,1.0e-05
962,0.962,5.8904858801579225e+00,1.9264989722230629e-09,3.3181821530510122e-03,0.0000000000000000e+00,1.0e-05
963,0.963,5.8904858802151940e+00,1.9362216881644346e-09,3.3220877295653505e-03,0.0000000000000000e+00,1.0e-05
964,0.964,5.8904858802722408e+00,1.9459062562950504e-09,3.3259855168364383e-03,0.0000000000000000e+00,1.0e-05
965,0.965,5.8904858803291535e+00,1.9555680563647010e-09,3.3298753788796702e-03,0.0000000000000000e+00,1.0e-05
966,0.966,5.8904858803858851e+00,1.9651990969347701e-09,3.3337565538543446e-03,0.0000000000000000e+00,1.0e-05
967,0.967,5.8904858804424585e+00,1.9748032983336352e-09,3.3376282197197654e-03,0.0000000000000000e+00,1.0e-05
968,0.968,5.8904858804987050e+00,1.9843520120077644e-09,3.3414898087898055e-03,0.0000000000000000e+00,1.0e-05
969,0.969,5.8904858805548175e+00,1.9938779576209282e-09,3.3453420150592640e-03,0.0000000000000000e+00,1.0e-05
970,0.97,5.8904858806109690e+00,2.0034105376359630e-09,3.3491861639373330e-03,0.0000000000000000e+00,1.0e-05
971,0.971,5.8904858806669544e+00,2.0129149214430478e-09,3.3530236790786684e-03,0.0000000000000000e+00,1.0e-05
972,0.972,5.8904858807230251e+00,2.0224337803087591e-09,3.3568551632665138e-03,0.0000000000000000e+00,1.0e-05
973,0.973,5.8904858807789671e+00,2.0319307758046696e-09,3.3606802128257479e-03,0.0000000000000000e+00,1.0e-05
974,0.974,5.8904858808348317e+00,2.0414146532786996e-09,3.3644981060069398e-03,0.0000000000000000e+00,1.0e-05
975,0.975,5.8904858808906475e+00,2.0508902377503913e-09,3.3683073991410128e-03,0.0000000000000000e+00,1.0e-05
976,0.976,5.8904858809463327e+00,2.0603436572885608e-09,3.3721074618702149e-03,0.0000000000000000e+00,1.0e-05
977,0.977,5.8904858810018741e+00,2.0697726501652976e-09,3.3758988868091595e-03,0.0000000000000000e+00,1.0e-05
978,0.978,5.8904858810573266e+00,2.0791865648559651e-09,3.3796833395204964e-03,0.0000000000000000e+00,1.0e-05
979,0.979,5.8904858811126024e+00,2.0885704739563538e-09,3.3834624693759169e-03,0.0000000000000000e+00,1.0e-05
980,0.98,5.8904858811678693e+00,2.0979528752381356e-09,3.3872372295595879e-03,0.0000000000000000e+00,1.0e-05
981,0.981,5.8904858812230874e+00,2.1073269835175795e-09,3.3910067928130325e-03,0.0000000000000000e+00,1.0e-05
982,0.982,5.8904858812781278e+00,2.1166709354248838e-09,3.3947708685873046e-03,0.0000000000000000e+00,1.0e-05
983,0.983,5.8904858813330510e+00,2.1259949841265769e-09,3.3985276958422989e-03,0.0000000000000000e+00,1.0e-05
984,0.984,5.8904858813879581e+00,2.1353163187547770e-09,3.4022765282087850e-03,0.0000000000000000e+00,1.0e-05
985,0.985,5.8904858814427001e+00,2.1446096079568877e-09,3.4060180595985104e-03,0.0000000000000000e+00,1.0e-05
986,0.986,5.8904858814978631e+00,2.1539743677609685e-09,3.4097542213744787e-03,0.0000000000000000e+00,1.0e-05
987,0.987,5.8904858815528698e+00,2.1633125899575663e-09,3.4134869981309289e-03,0.0000000000000000e+00,1.0e-05
988,0.988,5.8904858816078693e+00,2.1726496058992791e-09,3.4172176319500688e-03,0.0000000000000000e+00,1.0e-05
989,0.989,5.8904858816626717e+00,2.1819531482679170e-09,3.4209457946502014e-03,0.0000000000000000e+00,1.0e-05
990,0.99,5.8904858817173116e+00,2.1912290975560480e-09,3.4246709480311131e-03,0.0000000000000000e+00,1.0e-05
991,0.991,5.8904858817719727e+00,2.2005086656088356e-09,3.4283916166807163e-03,0.0000000000000000e+00,1.0e-05
992,0.992,5.8904858818267991e+00,2.2098162790877125e-09,3.4321069977792246e-03,0.0000000000000000e+00,1.0e-05
993,0.993,5.8904858818817178e+00,2.2191395738801014e-09,3.4358176860407735e-03,0.0000000000000000e+00,1.0e-05
994,0.994,5.8904858819364563e+00,2.2284322599547694e-09,3.4395255935080991e-03,0.0000000000000000e+00,1.0e-05
995,0.995,5.8904858819910180e+00,2.2376949404391593e-09,3.4432327499419046e-03,0.0000000000000000e+00,1.0e-05
996,0.996,5.8904858820453168e+00,2.2469129894927831e-09,3.4469403547940820e-03,0.0000000000000000e+00,1.0e-05
997,0.997,5.8904858820996591e+00,2.2561384268575808e-09,3.4506486153508369e-03,0.0000000000000000e+00,1.0e-05
998,0.998,5.8904858821540138e+00,2.2653659751684284e-09,3.4543565493672344e-03,0.0000000000000000e+00,1.0e-05
999,0.999,5.8904858822082646e+00,2.2745758820015745e-09,3.4580630017874668e-03,0.0000000000000000e+00,1.0e-05
1000,1.0,5.8904858822625137e+00,2.2837854872709992e-09,3.4617671914512795e-03,0.0000000000000000e+00,1.0e-05
